EnterpriseID,LAST,FIRST,MIDDLE,SUFFIX,DOB,GENDER,SSN,ADDRESS1,ADDRESS2,ZIP,MOTHERS_MAIDEN_NAME,MRN,CITY,STATE,PHONE,PHONE2,EMAIL,ALIAS
13592552,HARRISON,ANNE,,,5/23/2004,F,852-62-9980,301 EAST 108 ST,3,10029,,,NEW YORK,NY,973-330-4828,,,
13592557,MORRISON,ISAIAH,MICHAEL,,10/24/1967,M,852-62-9980,407 EAST 116TH ST,4C,10029,,,NEW YORK,NY,917-144-4836,,,

13787290,BURTON,CHANTEL,JINNY,,10/6/2005,F,869-95-0325,108 WEST 141ST ST,72,10030,,,NY,NY,860-862-8207,,,
13787293,SIMONSON,KIP,JEFFREY,,10/6/2005,M,869-95-0325,260 WEST 131ST ST,13C,10027,,,NY,NY,917-217-5369,,,

13390035,BOAL,LILLIAN,,,6/5/1992,F,885-35-6676,105 EAST 138TH ST,A,10030,,,NEW YORK,NY,551-642-3013,,LBOAL@AMGGT.COM,
13390038,WELLS,WILLIAM,,,3/21/1936,M,885-35-6676,200 WEST 143RD ST,9-G,10030,,,NEW YORK,NY,347-883-1521,347-883-1521,,

12177462,,PATRICIA,DOROTHY,,7/3/1963,F,844-09-0147,200 WEST 143 ST,18D,10030,,,NEW YORK,NY,212-594-6699,,,PATRICK MARCUS DEGRE
12177465,DEGRE,PATRICK,MARCUS,SR.,10/7/1949,M,844-09-0147,1345 112ST 16B,16B,10029,,3660427,NEW YORK,NY,718-104-2632,,,PATRICK MARCUS DEGRE

15117513,RICHARDSON,GARY,,,6/2/1922,F,852-08-7186,70 BARUCH DR,,10002,,3578570,NEW YORK,NY,929-565-1279,,,
15117518,RICHARDSON,ROBERT,,,9/20/1939,M,852-08-7186,45 ALLEN ST,2C,10002,,1854649,NEW YORK,NY,718-905-7587,,,

12370068,LODATO,LYNN,,,4/29/1974,F,879-57-3579,219 EAST 121ST ST,,10035,,,NEW YORK,NY,934-270-8430,,LLODATO@AMGGT.COM,
12370074,DRAGOVICH,MATTHEW,,,4/29/1974,M,879-57-3579,2015 MADISON AVE,PH,10035,,,NEW YORK,NY,347-256-4719,,,

13979554,NGUYEN,NINA,,,9/14/1974,F,847-33-9804,288 HIMROD ST,3L,11237,FABIAN,3774298,BROOKLYN,NY,609-812-9548,,NNGUYEN@AMGGT.COM,
13979560,NGUYEN,PAUL,ROBERT,,11/24/2006,M,847-33-9804,310 ALANTIC AVE,,11223,,3634573,BROOKLYN,NY,551-210-4061,,,

13414242,KONSTANTATOS,CHRISTINA,,,5/16/1968,F,889-42-2019,1868 65TH ST,P/H,11204,,,BROOKLYN,NY,551-736-5976,,CKONSTANTATOS@AMGGT.COM,
13414247,BARRANCO,CHRISTIAN,,,4/21/1993,M,889-42-2019,2655 CROPSEY AVE BSMT,BSMT,11214,,4560523,BROOKLYN,NY,516-145-8658,,,

14547409,ADELMAN,PHYLLIS,,,8/29/1999,F,874-68-7878,406 EAST 161ST ST,5C,10451,,,BRONX,NY,934-605-6917,,,
14547413,LIVOTI,PHILLIP,,,7/15/1960,M,874-68-7878,1 HALLECK ST,,10474,,3323815,BRONX,NY,267-753-2788,,,

12210990,MILLS,TRACY,,,2/9/1944,F,809-26-8337,100 PEIRRE ST,F6,10002,,4563962,NEW YORK,NY,551-522-6581,,TMILLS@AMGGT.COM,
12210992,MILLER,LYALL,,II,6/17/1922,M,809-26-8337,320 EAST 126TH ST,5G,10035,,4359217,NEW YORK,NY,917-387-5029,,,LYALL MILLER

13253046,THORNSBURG,PATRICIA,,,10/21/1953,F,832-22-0086,1273 EAST 54TH ST,,11230,,,BROOKLYN,NY,570-785-6670,,,
13253052,LAJOIE,PATRICK,ROBERT,,7/15/1943,M,832-22-0086,1567 ST JOHN PALCE,PVT,11213,,121080,BROOKLYN,NY,929-713-5882,,,

12394323,VELEZ,LILLIAN,,,3/12/1944,F,858-02-3894,982 EAST 88 ST,3FL,11236,ALMANZAR,,BROOKLYN,NY,917-179-5316,,LVELEZ@AMGGT.COM,
