EnterpriseID,LAST,FIRST,MIDDLE,SUFFIX,DOB,GENDER,SSN,ADDRESS1,ADDRESS2,ZIP,MOTHERS_MAIDEN_NAME,MRN,CITY,STATE,PHONE,PHONE2,EMAIL,ALIAS
12977496,MARTINEZ,TYISHA,,,4/16/2001,F,890-21-5756,4040 79TH ST,C102,11373,,2079974,ELMHURST,NY,908-119-6702,,TMARTINEZ@AMGGT.COM,
12977497,MARTINEZ,IVAN,,,3/25/1997,M,890-21-5756,2530 FOSTER AVE,1C,11210,,1185917,BROOKLYN,NY,862-343-6443,,,

13187255,RODRIGUEZ,HAYDEE,,,,F,845-40-4235,,,,,,,,845-920-1129,,,
13187257,RODRIGUEZ,RODOLFO,MARK,,,M,845-40-4235,1720 LINDEN ST,,11385,,4573241,GLENDALE,NY,845-242-9021,,,

14563522,JACKSON,DOROTHY,,,11/22/1937,F,852-76-3768,253 WEST 254TH ST,PH,10471,,,BRONX,NY,862-560-1158,,,
14563528,JACKSON,LOUIS,JAMES,,7/29/1968,M,852-76-3768,990 ANERSON AVE,2D,10452,,,BRONX,NY,484-682-6713,,,

13758086,ROBINSON,JUANITA,YVONNE,,2/15/1953,F,844-27-4239,460 WEST 41 ST,3203,10036,,2965959,NEW YORK,NY,570-313-7975,,,
13758087,ROBINSON,RONALD,,,2/26/2008,M,844-27-4239,3215 78 ST,PH1,11370,,1448616,EAST ELMHURST,NY,718-228-2841,,,

14501288,HARLEY,JOHN,,,3/13/1922,F,,10923 156TH ST,PH,11433,,,JAMAICA,NY,845-204-1912,203-231-9147,JHARLEY@AMGGT.COM,
14501290,NIX,JOHN,RAYMOND,,6/29/1953,M,851-27-2248,434 EAST 115TH ST,1-C,10029,,2497221,NEW YORK,NY,203-231-9147,,,JOHN DAVIS

14297382,MCLEAN,REGINA,,,6/15/1944,F,898-39-2800,,,11234,,,,,934-116-7651,,,
14297388,MCLEAN,BRANDON,BOYD,,9/15/1947,M,898-39-2800,1357 WASHINGTON AVE,3E,10456,,,BRONX,NY,934-905-5077,,,

15035074,WU,LUIPUIYIU,,,9/18/1938,F,864-12-4390,,,,,,,,203-265-2193,,,
15035077,BALBUENA,GERALD,JONATHAN,,9/18/1938,M,864-12-4390,15350 77 AVE,3,11367,,,FLUSHING,NY,929-313-4757,,,

12936168,HAY,KAREN,,,3/23/1965,F,873-33-4989,131 BROOME ST,12F,10002,,,NEW YORK,NY,908-902-7849,,,
12936172,BILBREY,CHARLES,,,3/23/1965,M,873-33-4989,38 MNR ST,,6902,,,STAMFORD,CT,518-866-3691,,,

14609390,BORLAND,HEIDI,,,11/8/1935,,884-53-3769,10 AMBOY ST,2K,11212,,,BROOKLYN,NY,201-179-7985,,,
14609392,FERGUS,THOMAS,,,11/8/1935,M,884-53-3769,60 E 102 ST,1A,10029,,981558,NEW YORK,NY,973-795-7965,,,

13261893,JACKSON,JESSICA,,,4/26/1959,F,838-64-1449,310 W 99TH ST,702,10025,,,NEW YORK,NY,860-243-4031,,,
13261899,JACKSON,CHRISTOPHER,,,2/27/2002,M,838-64-1449,1570 WEBSTER AVE,2B,10456,,2951439,BRONX,NY,516-445-9516,,,

14948796,JOHNSON,ERNESTINE,,,7/30/1923,F,859-85-9922,250 EAST 113TH ST,14-A,10029,,,NEW YORK,NY,973-322-4234,,,
14948798,JOHNSON,JAMES,DANIEL,,7/2/1943,M,859-85-9922,110 OLD COUNTRY ROAD,,11942,,,EAST QUOGUE,NY,610-678-2135,,,

15153140,JOHNSON,LAUREL,,,2/7/1990,F,883-11-8673,1021 EAST 101 ST,,11236,,,BROOKLYN,NY,860-475-3281,,,
15153142,JOHNSON,CHRISTOPHER,LUIS,,3/3/1992,M,883-11-8673,23552 147TH DR,PH,11422,,,ROSEDALE,NY,959-724-3963,,,

12959550,BROWN,LISA,,,3/1/1988,F,821-13-2858,210 HUMBOLDT ST,18,11206,,,BROOKLYN,NY,203-288-9615,,,
12959556,BROWN,ARI,,,5/9/1973,M,821-13-2858,15833 75TH ST,,11366,,,FLUSHING,NY,484-529-4253,,,

13056822,JAMES,JODIANN,,,3/2/1951,F,807-44-6126,23614 BENTLEY RD,PVT,11422,,3144629,ROSEDALE,NY,551-280-1428,,,
13056824,JAMES,PABLO,THOMAS,,5/17/1967,M,807-44-6126,,,11373,,821297,FLUSHING,NY,631-754-8789,,,

14847610,YATES,VIVIAN,,,3/12/1939,F,848-74-0351,111 STANLEY DRIVE,,117202233,WILLIAMS,983398,CENTEREACH,NY,862-639-6058,,VYATES@AMGGT.COM,
14847614,MCKINNEY,BRIAN,PHILLIP,,3/12/1939,M,848-74-0351,210 W 147TH ST,5E,10039,,525041,NEW YORK,NY,908-442-8382,,,

14410362,HUNT,JENNIFER,,,1/17/1960,F,838-53-3017,784 EAST TREMONT,2C,10460,,,BRONX,NY,908-157-9725,,,
14410365,HUNT,PHILIP,,,4/23/2013,M,838-53-3017,80 RDG ST,,10002,,865716,NEW YORK,NY,212-442-2867,,,

14872151,JOHNSON,ALICIA,,,11/18/1971,F,830-63-1207,6476 ALDERTON ST,,11374,,,FLUSHING,NY,203-372-3572,,AJOHNSTON@AMGGT.COM,
14872156,JOHNSON,GERALD,SAMUEL,,8/3/1961,,830-63-1207,208 WEST 149TH ST,2D,10039,,,NEW YORK,NY,516-526-8277,,,

14085596,GONZALEZ,DEIDRE,,,10/25/1978,F,884-78-5254,19401 113TH AVE,PH,11412,,,ST ALBANS,NY,518-735-4397,,,
14085601,GONZALEZ,TERENCE,,,9/28/1994,M,884-78-5254,609 BRADFORD ST,1FL,11204,,777568,BROOKLYN,NY,267-238-1031,,,

12275994,WILLIAMS,MARGARET,,,8/3/1921,F,877-49-4964,209 JAMAICA AVE,4C,11207,,,BROOKLYN,NY,201-221-8089,,MWILLIAMS@AMGGT.COM,MARGARET ERIC WILLIAMS
12275997,WILLIAMS,JEREMY,ERIC,,11/1/2001,M,877-49-4964,,,10016,,,NEW YORK,NY,934-985-4934,,,

14362219,YOUNG,RONDA,HILDA,,2/12/1973,F,851-11-2612,1950 TAYLOR AVE,8,10460,,,BRONX,NY,631-301-8917,,,
14362220,YOUNG,LEROY,,,3/24/1973,M,851-11-2612,55 SHERIDAN AVE,D1,10552,,2822409,MOUNT VERNON,NY,848-222-4751,,,

13537399,BARRETT,MONIQUE,ANNMARIE,,9/17/1971,F,879-79-9123,,,10035,,2277349,NEW YORK,NY,203-458-4330,,MBARRETT@AMGGT.COM,
13537403,BARRETT,JALEEK,,,6/16/1926,M,879-79-9123,765 55TH STREET,,11220,,4450488,BROOKLYN,NY,267-195-7889,,,

14534654,CHAVERS,ELIZABETH,,,8/11/2016,F,877-87-6991,8550 LITTLE NCK PKWY,1ST,11001,,,FLORAL PARK,NY,908-564-3814,,ECHAVERS@AMGGT.COM,
14534658,GUNTHER,RICHARD,H,,8/11/2016,M,877-87-6991,3045 KENTUCKY CT,#7,30344,,1526067,ATLANTA,GA,862-936-9947,,,

15038633,BAILEY,GEMMA,,,9/17/1948,F,895-60-1437,01 KEENER BUILDING,,10035,,,NEW YORK,NY,203-509-8037,,GBAILEY@AMGGT.COM,
15038636,BAILEY,NORMAN,MARIO,,,M,895-60-1437,8 VANBUREN AVENUE,,11720,,1614538,CENTEREACH,NY,908-487-5494,,,

13554115,ANDERSON,CAROL,,,7/3/1959,F,824-27-4534,111 EAST 21ST ST,B5,11226,,,BROOKLYN,NY,201-421-2305,,,
13554116,ANDERSON,DONNELL,,,6/1/2015,M,824-27-4534,22 MARSHALL DRIVE,,11784,,,SELDEN,NY,631-491-9094,,,

14125275,JOHNSON,KIM,,,9/3/1970,F,806-22-9090,,NON,10461,,,BRONX,NY,267-271-8562,,KJONSON@AMGGT.COM,
