EnterpriseID,LAST,FIRST,MIDDLE,SUFFIX,DOB,GENDER,SSN,ADDRESS1,ADDRESS2,ZIP,MOTHERS_MAIDEN_NAME,MRN,CITY,STATE,PHONE,PHONE2,EMAIL,ALIAS
13035394,BROWN,MARIA,TARA,,,F,861-94-2261,574 EAST 26 ST,1C,11210,,,BROOKLYN,NY,570-226-2341,631-392-3896,MBROWN@AMGGT.COM,
13035396,BROWN,KENNETH,,,1/5/1998,M,861-94-2261,10 ARGON STREET,,11717,,1704242,BRENTWOOD,NY,212-976-8963,,,

12960106,MORAN,MARISSA,,,10/10/1985,F,897-82-6222,6 FAIRVIEW AVENUE,,11752,,,ISLIP TERRACE,NY,518-347-1717,,MMORAN@AMGGT.COM,
12960112,MORGAN,BRIAN,CHRISTOPHER,,6/5/1994,M,897-82-6222,598 NORTH COUNTRY,,11780,,3585984,ST JAMES,NY,718-979-9640,,,

12513137,BENNETT,BRENDA,J,,2/3/1952,F,884-45-3108,80 PARK AVE,7F,10028,,,NEW YORK,NY,959-559-2758,,,
12513138,DILLON,BRENDAN,,,2/25/1982,M,884-45-3108,42 HEWES STREET,,11776,,3701349,PT JEFFERSON STATION,NY,570-307-3344,,,JOHN DOE

13512002,CIFUENTES,,,,3/26/1962,F,879-73-8790,1130 PRESIDENT ST,,11235,,,BROOKLYN,NY,267-931-2277,,,
13512005,VAUGHAN,RICHARD,,,5/25/1962,M,879-73-8790,1095 UNIVERSITY,9G,10452,,,BRONX,NY,212-658-8207,,,

12490370,ZAHARATOS,ERIN,GLORIA,,1/23/1939,F,819-07-4148,725 TILDEN ST,PH,10467,,,BX,NY,845-893-2483,,EZAHARATOS@AMGGT.COM,
12490375,WILLIAMS,ERIC,,,8/11/1927,M,819-07-4148,115 STUYVESANT PL,1,10301,,1510905,STATEN ISLAND,NY,934-902-4465,,,JOHN DOE

14774769,CORDOBA,PAULA,,,8/27/1966,F,822-11-1949,853 EMPIRE BLVD,A14,11213,,405683,BROOKLYN,NY,848-157-5861,516-320-9670,PCORDOBA@AMGGT.COM,
14774770,DZURUS,PAUL,,,5/17/2006,M,822-11-1949,3542 77TH ST,BSMT,11372,,862780,JACKSON HEIGHTS,NY,516-320-9670,,,

12224316,VILLATOROORTEZ,ELODIA,,,6/16/1985,F,845-85-8944,98 ARLINGTON ROAD,,11779,,,LAKE RONKONKOMA,NY,,,EVILLATOROORTEZ@AMGGT.COM,
12224318,JONES,DAVID,,II,6/17/1981,M,845-85-8944,55 SPINCE AVENUE,,11742,,,HOLTSVILLE,NY,518-854-3169,,,DAVID JONES

13843667,WILLIAMS,DANIELLE,,,7/5/1993,F,888-71-5606,UNDOMICILED,,11206,ANDRIOT,,BROOKLYN,NY,732-309-5232,,DWILLIAMS@AMGGT.COM,
13843668,WILLIAMS,FERDINAND,,,1/28/1981,M,888-71-5606,521 128TH ST,2FL,11356,,2489542,COLLEGE POINT,NY,203-948-8704,,,

14828413,LUJAN,MARY,,,11/9/1938,F,858-91-5919,1478 WALTON AVE,1G,10458,,,BRONX,NY,212-288-8005,,,
14828419,DAVIS,CARY,,,8/20/1921,M,858-91-5919,458 BCH AVE,PH,10473,,4136462,BRONX,NY,347-587-2782,,,

15106341,,PAULA,,,8/18/1972,F,882-78-1834,,,,,,,,862-511-3125,862-511-3125,,
15106343,,PAUL,,,3/13/2009,M,882-78-1834,9711 HRC HRDNG 18J,18G,11368,,,CORONA,NY,516-613-9606,,,

13200763,CROSS,ROBERTA,TRACY,,8/14/1974,F,882-69-0685,396 MILLER AVE,PH,11207,,458246,BROOKLYN,NY,570-476-6485,,,
13200767,CRUZ,JOSE,,,7/4/1974,M,882-69-0685,,,,,3634170,,,917-784-9579,,,

13632404,JOHNSON,TAMMY,CORRINNE,,2/25/1949,F,841-24-4773,3753 97TH ST,,11368,,,CORONA,NY,631-390-5592,,,
13632410,SAWYERS,SAMMY,N,,7/29/1976,M,841-24-4773,3753 83RD ST,2,11372,,4117841,JHTS,NY,934-466-9339,,,

13082242,,JOAN,,,8/7/1963,F,810-05-7371,10430 37TH DR,2,11368,,,CORONA,NY,973-992-7334,,J@AMGGT.COM,
13082244,,JUAN,DAVID,,7/28/2015,M,810-05-7371,3395 NOSTRAND AVE,1B,11229,,,BROOKLYN,NY,631-985-9786,973-992-7334,,

15222362,WILSON,MARTHA,,,4/28/1930,F,800-54-1506,131 MOORE ST,8F,11206,,,BROOKLYN,NY,732-387-2436,,,
15222366,GILBERT,MICHAEL,,,4/18/1990,M,800-54-1506,390 E 8TH ST,1C,10009,,4129958,NEW YORK,NY,718-867-6465,718-867-6465,,

13596680,STARKEBAUM,MARY,,,8/15/1921,F,826-48-6828,3155 ELY AVE,,10461,,,BRONX,NY,959-355-7861,,,
13596684,OSGOOD,GARY,DAVID,,2/19/1941,M,826-48-6828,1785 E 92 ST,PVT,11236,,,BKLYN,NY,934-707-3344,,,

14430593,CAMBELL,,,,8/9/1946,F,805-23-5948,464 PULASKI ST,2L,11221,HUNT,,BROOKLYN,NY,484-557-3956,,,
14430597,CAMPBELL,KEVIN,,,8/12/1976,M,805-23-5948,1998 3RD AVE,4R,10029,,4570527,NEW YORK,NY,609-490-3454,,,

