EnterpriseID,LAST,FIRST,MIDDLE,SUFFIX,DOB,GENDER,SSN,ADDRESS1,ADDRESS2,ZIP,MOTHERS_MAIDEN_NAME,MRN,CITY,STATE,PHONE,PHONE2,EMAIL,ALIAS
15117513,RICHARDSON,GARY,,,6/2/1922,F,852-08-7186,70 BARUCH DR,,10002,,3578570,NEW YORK,NY,929-565-1279,,,
15117518,RICHARDSON,ROBERT,,,9/20/1939,M,852-08-7186,45 ALLEN ST,2C,10002,,1854649,NEW YORK,NY,718-905-7587,,,
,,,,,,,,,,,,,,,,,,
13787290,BURTON,CHANTEL,JINNY,,10/6/2005,F,869-95-0325,108 WEST 141ST ST,72,10030,,,NY,NY,860-862-8207,,,
13787293,SIMONSON,KIP,JEFFREY,,10/6/2005,M,869-95-0325,260 WEST 131ST ST,13C,10027,,,NY,NY,917-217-5369,,,
,,,,,,,,,,,,,,,,,,
12370068,LODATO,LYNN,,,4/29/1974,F,879-57-3579,219 EAST 121ST ST,,10035,,,NEW YORK,NY,934-270-8430,,LLODATO@AMGGT.COM,
12370074,DRAGOVICH,MATTHEW,,,4/29/1974,M,879-57-3579,2015 MADISON AVE,PH,10035,,,NEW YORK,NY,347-256-4719,,,
,,,,,,,,,,,,,,,,,,
12326675,SMITH,COLLEEN,,,11/24/1974,F,816-35-5130,1237 EAST 89TH ST,2FL,11236,,4003371,BROOKLYN,NY,862-904-4634,,CSMITH@AMGGT.COM,COLLEEN JAMES SMITH
12326681,SMITH,WILLIAM,JAMES,,2/3/1975,M,816-35-5130,948 MONTGOMERY ST,1FL,11213,,2656550,BROOKLYN,NY,201-435-9821,,,
,,,,,,,,,,,,,,,,,,
13140799,JACKSON,MICHELLE,,,2/19/1939,F,829-14-8980,773 44TH ST,B2,11220,,,BROOKLYN,NY,516-931-2153,,MJACKSON@AMGGT.COM,
13140801,JACKSON,DENNIS,JEFFREY,,2/24/1995,M,829-14-8980,285 E95TH ST,2R,11212,,2964822,BROOKLYN,NY,610-687-2725,,,CLARENCE JOSE MOSER
,,,,,,,,,,,,,,,,,,
13256632,LYNN,GINA,,,11/20/1993,F,805-07-9402,456 RUTLAND RD,PH,11203,,,BROOKLYN,NY,,,,
13256638,LYNN,DAVID,CHARLES,,8/23/1938,M,805-07-9402,865 JENNINGS AVE,PH,10459,,,BRONX,NY,609-822-9094,,,
,,,,,,,,,,,,,,,,,,
14563522,JACKSON,DOROTHY,,,11/22/1937,F,852-76-3768,253 WEST 254TH ST,PH,10471,,,BRONX,NY,862-560-1158,,,
14563528,JACKSON,LOUIS,JAMES,,7/29/1968,M,852-76-3768,990 ANERSON AVE,2D,10452,,,BRONX,NY,484-682-6713,,,
,,,,,,,,,,,,,,,,,,
12221355,ANDERSON,DANA,,,7/10/2011,F,896-20-2804,10809 159TH ST,X,11433,,,JAMAICA,NY,267-664-5955,,DANDERSON@AMGGT.COM,
12221357,MILLER,DANA,ALLAN,II,6/8/1953,M,896-20-2804,60 WEST 190TH ST,3A,10468,,4396706,BRONX,NY,959-614-3395,267-664-5955,,
,,,,,,,,,,,,,,,,,,
13979554,NGUYEN,NINA,,,9/14/1974,F,847-33-9804,288 HIMROD ST,3L,11237,FABIAN,3774298,BROOKLYN,NY,609-812-9548,,NNGUYEN@AMGGT.COM,
13979560,NGUYEN,PAUL,ROBERT,,11/24/2006,M,847-33-9804,310 ALANTIC AVE,,11223,,3634573,BROOKLYN,NY,551-210-4061,,,
,,,,,,,,,,,,,,,,,,
12714525,CAMACHO,NATASHA,,,10/24/1942,F,881-12-2894,924 DALY BEZ AVE,2F,10460,,,BRONX,NY,973-690-6257,,NCAMACHO@AMGGT.COM,
12714531,CAMACHO,JEFFREY,,,9/18/1962,M,881-12-2894,8769 172ND ST,2,11432,,,JAMAICA,NY,267-514-9798,973-690-6257,,
,,,,,,,,,,,,,,,,,,
12789548,SMITH,PRISCILLA,,,2/23/1988,,819-95-4771,474 LK PT DR,,11953,,934216,MIDDLE ISLAND,NY,570-770-2020,,,
12789552,SMITH,EDWARD,WILLIAM,,9/13/1923,M,819-95-4771,270 PULASKI ST,5E,11206,,2385553,BROOKLYN,NY,959-364-8487,,,
,,,,,,,,,,,,,,,,,,
15707109,GANT,ELIJAH,,,5/5/1986,M,823-90-7564,1460 BRONX RIVER AVENUE,8C,10472,ROYSTON,619247,BRONX,NY,484-367-4497,484-367-4497,EGANT@AMGGT.COM,
15975139,GANT,TAMARA,,,5/5/1986,F,823-90-7564,,,,,619188,,,908-789-5131,908-789-5131,,
,,,,,,,,,,,,,,,,,,
15918044,THOMAS,SANDRA,,,12/7/1946,F,855-93-3423,,,,,131064,,,518-228-2637,518-228-2637,,
16015037,FRILEY,AMY,GAIL,,12/7/1946,F,855-93-3423,3742 PITKINS AVENUE,B5,11208,,131010,BROOKLYN,NY,718-162-9716,718-162-9716,AFRILEY@AMGGT.COM,
,,,,,,,,,,,,,,,,,,
15444161,PIERRELOUIS,EVA,,,12/15/1963,F,892-85-3155,337 E 26TH STREET,BMST,11226,,599524,BROOKLYN,NY,610-338-4901,610-338-4901,,
15932040,PIERRELOUIS,JACOB,LOUIS,,12/15/1963,M,892-85-3155,,,,,599507,,,484-101-6832,732-894-7173^^484-101-6832,,
,,,,,,,,,,,,,,,,,,
15396358,WOOTEN,LARRY,RAYMOND,,12/12/1980,M,895-49-7547,812 MAPLE STREET,PH,11203,,568574,BROOKLYN,NY,718-343-6423,718-343-6423,LWOOTEN@AMGGT.COM,
15726519,WOOTEN,TERESA,,,12/12/1980,F,895-49-7547,,,,,568620,,,551-864-6647,551-864-6647,,
,,,,,,,,,,,,,,,,,,
15656259,SCOTT,ELIZABETH,TAMEKA,,12/28/2001,F,896-20-7536,,,,,,,,516-578-8203,516-578-8203,,
15915414,SCOTT,MARVIN,,,12/28/2001,M,896-20-7536,,,,KOUR,,,,484-225-3310,484-225-3310,MSCOTT@AMGGT.COM,
,,,,,,,,,,,,,,,,,,
15903084,PAULEY,CAROLYN,,,12/30/1994,F,822-21-2120,,,,,916201,,,860-184-8579,860-184-8579,,
16020989,PAULEY,CHARLES,,,12/30/1994,M,822-21-2120,,,,,916370,,,917-765-1658,917-765-1658,CPAULEY@AMGGT.COM,
,,,,,,,,,,,,,,,,,,
12926085,SMITH,MARYJANE,,,2/26/1996,F,873-38-9811,53 VERMILYEA AVE,4A,10034,,,NEW YORK,NY,570-864-5139,,MSMITH@AMGGT.COM,
12926091,SMITH,MICHAEL,,,1/26/2015,M,873-38-9811,5011 184TH ST,PH,11365,,4466927,FRESH MEADOWS,NY,570-901-3590,,,
,,,,,,,,,,,,,,,,,,
14893281,MOORE,CHRISTA,,,10/4/1922,F,874-58-4690,3607 STEINWAY ST,3-R,11101,,,LONG ISLAND CTY,NY,862-466-3564,,,
14893283,MOORE,EDGAR,,,1/19/1924,M,874-58-4690,4525 48TH ST,4A,11377,,,WOODSIDE,NY,959-365-1245,,,
,,,,,,,,,,,,,,,,,,
15576558,FINNEL,BRISEIDA,,,8/24/1996,F,839-51-3944,,,,,562023,,,848-138-6335,848-138-6335,,
15939149,FINNEL,PERRY,STEVEN,,8/24/1996,M,839-51-3944,2018 MONTEREY AVENUE,1N,10457,,562013,BRONX,NY,860-115-7907,860-115-7907,PFINNEL@AMGGT.COM,
,,,,,,,,,,,,,,,,,,
15547614,HOLCOMB,ALLEN,,,6/26/2008,M,821-03-7423,,,,,,,,212-553-7462,212-553-7462,,
