EnterpriseID,LAST,FIRST,MIDDLE,SUFFIX,DOB,GENDER,SSN,ADDRESS1,ADDRESS2,ZIP,MOTHERS_MAIDEN_NAME,MRN,CITY,STATE,PHONE,PHONE2,EMAIL,ALIAS
15675694,BATTEN,BRENDA,,,7/18/1961,F,869-15-9178,389 EAST 138TH STREET,4E,10454,,4846924,BRONX,NY,631-379-1849,631-379-1849,,BREN BATTEN
15781179,BATTEN,BRENDA,,,7/18/1971,F,809-15-9178,389 E 138TH STREET,4E,10454,,4846922,BRONX,NY,934-235-2035,934-235-2035,,BRENDA BATTEN

15701815,QESTPHAL,CATHERINE,SABRINA,,10/27/1977,F,834-02-0236,581 E 26TH STREET,PVT,11210,,1064377,BROOKLYN,NY,862-821-1469,862-821-1469,,
15902832,WESTPHAL,CATHERINE,SABRINA,,10/28/1977,F,836-02-0236,581 EAST 26TH STREET,PVT,11210,,1064435,BROOKLYN,NY,973-857-6462,973-857-6462,CWESTPHAL@AMGGT.COM,

15679996,TILLERY,JOSEPH,DAVID,,5/18/1990,M,888-04-3701,2140 MADISON AVENUE,14B,10037,,4750690,NEW YORK,NY,609-813-9072,,,
15913163,TILLERY,JOSEPH,DAVID,,5/19/1990,M,888-34-3701,2140 MADISON AVENUE,14B,10037,,4750697,NEW YORK,NY,908-937-9959,,JTILLERY@AMGGT.COM,

15380062,HENSEL,JAMES,GARY,,12/8/1925,M,895-43-0862,124 WEST 137 STREET,3A,10030,,4754725,NEW YORK,NY,973-338-5274,,JHENSEL@AMGGT.COM,
15857634,HENSEL,SAMES,GARY,,12/8/1925,M,895-43-0637,124 WEST 136TH STREET,3A,10030,,4754736,NEW YORK,NY,973-628-6239,,,

15469807,HIRSCH,MENUEO,,II,4/2/1995,M,873-24-0966,1011 CARROLL PLACE,6F,10456,,4875777,BRONX,NY,,973-946-3275,,EMMANUEL HIRSCH
15999984,HIRSCH,MANUEL,,,4/2/1995,M,873-24-0968,1011 CARROLL PLACE,6F,10456,,4875764,BRONX,NY,845-474-3397,845-474-3397,,MANUEL HIRSCH

15671170,EODRIGUEZ,KASEN,ALTON,,2/19/2012,M,826-15-4002,1181 SHERIDAN AVENUE,4H,10456,,4863533,BRONX,NY,908-392-1982,908-392-1982,,
15880191,RODRIGUEZ,KASEN,ALTON,II,2/19/2012,M,,1181 SHERIDAN AVENUE,4H,10456,,4863536,BRONX,NY,347-351-9221,347-351-9221,,

15638765,HALL,ANDREW,MICHAEL,JR,2/18/1954,M,868-51-8465,680 EAST 237TH STREET,PH,10466,,4881844,BRONX,NY,347-928-5094,347-928-5094,,
15930759,MORRIS,ANDREW,MICHAEL,,2/18/1954,M,868-51-8415,680 E 237TH STREET,PH,10466,,4881860,BRONX,NY,347-545-2403,347-545-2403,,ANDREW MICHAEL MORRIS

15493862,AECHRIST,KENDRA,BRIDGET,,11/24/1947,F,754-08-6206,271 SULLIVAN PLACE,2A,11225,,4782884,BROOKLYN,NY,718-566-9321,,,
15582087,SECHRIST,KENDRE,BRIDGET,,11/24/1957,F,802-71-9629,271 SULLIVAN PLACE,2A,11225,,4782886,BROOKLYN,NY,718-826-8731,,,

15543706,GERRIE,AIDAN,,II,11/21/1972,M,874-55-5248,1975 GRAND AVENUE,2E,10453,,4870430,BRONX,NY,551-668-4530,551-668-4530,,EDAN GEREIE
15610005,GEREIE,AIDAN,,,11/21/1972,M,874-58-5248,1975 GRAND AVENUE,2E,10453,,4870438,BRONX,NY,,,,AIDAN GEREIE

15413238,SHAIKH,KEVIN,R,,12/8/1997,M,811-41-4065,419 WEST 128 STREET,27,10027,,4749650,NEW YORK,NY,860-658-6911,,,
15428553,LACKEY,KEVIN,R,,12/8/1997,M,811-41-4068,419 WEST 128TH STREET,27,10027,,4749657,NEW YORK,NY,609-854-3220,,,

15812701,BOEHRINGER,DOROTHY,TARRA,,12/18/1995,F,815-96-8102,1047 MANOR AVENUE,2R,10472,SOPER,4777299,BRONX,NY,516-882-1748,,DBOEHRINGER@AMGGT.COM,
16004341,GENTRY,DOROTHY,TARRA,,12/17/1995,F,815-96-8103,1047 MANOR AVENUE,2R,10472,,4777294,BRONX,NY,570-645-6981,,,

15985755,CEDENO,SHARON,HELEN,,12/5/2005,F,813-19-8790,815 E 152ND STREDET,11A,10455,,4784643,BRONX,NY,929-772-4899,,,
16019653,CEDENO,SHANNON,HELEN,,12/5/1938,F,813-19-8795,815 E 152ND STREET,11A,10455,,4784663,BRONX,NY,718-667-9255,631-256-4525,,

15638968,WEYLAND,THOMASM,,SR,5/12/1952,M,881-08-1393,1609 E 174 STREET,6K,10472,,4883682,BRONX,NY,,,,THOM WEYLAND
15705524,WEYLAND,THOMAS,,,5/12/1982,M,881-87-1393,1609 EAST 174TH STREET,6K,10472,,4883672,BRONX,NY,201-343-2838,201-343-2838,,THOMAS WEYLAND

15451033,MAHONE,ACE,ANGELO,II,6/22/1991,M,827-93-2069,2375 SAMPSON AVENUE,2A,10465,,4872951,BRONX,NY,860-805-7112,860-805-7112,AMAHONE@AMGGT.COM,ACE ANGELO MAHONE
15719137,SMITH,RYANM,ANGELO,II,12/30/1992,M,853-77-8299,2805 SAMPSON AVENUE,PH,10458,GRIFFIN,4872617,BRONX,NY,908-668-8301,908-668-8301,RSMITH@AMGGT.COM,RYANM ANGELO SMITH

15506472,JLINE,CHRISTOPHER,,,8/19/1970,M,857-97-8831,1445 NELSON AVENUE,2B,10452,,4882610,BRONX,NY,860-598-1659,860-598-1659,,CHRISTOPHER JLINE
15576622,KLINE,CHRISTOPHER,,II,8/19/1970,M,857-97-8834,1445 NELSON AVENUE,2B,10452,,4882606,BRONX,NY,,,CKLINE@AMGGT.COM,CHRIS JLINE

15647900,ACEVEDO,ALICE,JUDITH,,12/16/1973,F,854-15-0545,310 NEWMAN AVENUE,PH,10473,,1102108,BRONX,NY,860-278-9953,,AACEVEDO@AMGGT.COM,
15951904,ACEVEDO,ALICE,JUDGTH,,12/15/1973,F,798-17-9088,310 NEWMAN AVENUE,PH,10473,,1102314,BRONX,NY,848-725-4300,,,

15408293,MATHIS,NICHOLAS,SCOTT,,10/26/1956,M,898-91-6546,2000 VALENTINE AVENUE,522,10457,,400832,BRONX,NY,610-362-4970,610-362-4970,,
15721617,MATHIS,NICHOLAS,SCOTT,,12/24/1979,M,000-00-0000,2000 VALENTINE AVENUE,522,10457,,400819,BRONX,NY,267-442-5959,267-442-5959,,

15767928,EDER,ANN,MARY,,4/25/1975,F,872-55-4307,1516 BENSON STREET,1,10461,,4773095,BRONX,NY,631-576-7796,,,
15909253,ISRAEL,ANN,MARY,,4/26/1975,F,872-55-4367,1516 BENSON STREET,1,10461,,4773085,BRONX,NY,718-685-4664,,AISRAEL@AMGGT.COM,

15577256,HARNIST,SCOTT,JESUS,II,7/14/1950,M,875-94-1586,1337 FLATBUSH AVENUE,2F,11226,,4876109,BROOKLYN,NY,201-425-9117,201-425-9117,,
15924724,HARRISON,SCOTT,,,7/14/1950,M,875-94-1536,1337 FLATBUSH AVENUE,2F,11226,,4876104,BROOKLYN,NY,718-811-7662,718-811-7662,,SCOTT JESUS HARRISON

15407543,PRHUELAS,MARY,,,8/10/1955,F,886-91-7750,2 FISHER DRIVE,106,10461,,4884819,BRONX,NY,,,,MARY PRHUELAS
15416833,PENUELAS,MARY,,,8/10/1955,F,826-91-7750,2 FISHER DRIVE,106,10461,,4884830,BRONX,NY,610-391-7982,610-391-7982,MPENUELAS@AMGGT.COM,MAE PRHUELAS

15496594,ARMENTA,CHARLES,L,,5/6/1961,M,862-34-3800,3538 95 STREET,5B,11372,,4806697,JACKSON HEIGHTS,NY,,,,
15738564,ARMENTA,CHARLES,L,,5/6/1951,M,852-34-3881,3538 95TH STREET,5B,11372,,4806705,JACKSON HEIGHTS,NY,347-867-1321,,,

